ActualElapsedTime,Origin,Dest,Distance,Cancelled
190,IAH,ONT,1334,0
63,ORF,LGA,296,0
130,BDL,ORD,783,0
84,SAN,SFO,447,0
50,IND,STL,229,0
74,PWM,EWR,284,0
80,ICT,DEN,419,0
60,IAH,MSY,305,0
73,LAX,OAK,337,0
132,LAX,DEN,862,0
57,SAN,PHX,304,0
154,PBI,LGA,1035,0
74,SAN,SFO,447,0
113,ORF,MCO,655,0
104,PHL,DAY,477,0
167,MSP,TPA,1307,0
68,STL,SDF,254,0
88,TUL,MEM,342,0
68,SMF,LAX,373,0
44,ICT,SGF,224,0
274,ATL,LAX,1946,0
55,CVG,CLE,221,0
175,LGA,FLL,1076,0
NA,PHX,STL,1262,1
53,IAH,DFW,224,0
89,SMF,LAX,373,0
43,ABQ,ELP,223,0
65,BNA,STL,271,0
NA,SLC,ORD,1249,1
99,BNA,MKE,475,0
164,MIA,STL,1068,0
26,ORF,RIC,75,0
48,HOU,DAL,239,0
107,IAH,ATL,689,0
45,HOU,DAL,239,0
55,PHL,BDL,196,0
47,DAY,LAN,200,0
180,MCI,LAX,1363,0
187,PHX,ATL,1587,0
143,RSW,STL,979,0
79,ATL,MLB,443,0
110,MSP,DEN,680,0
74,PIT,PVD,467,0
60,BGR,BOS,201,0
51,LIH,OGG,202,0
156,SEA,PHX,1107,0
46,STL,SGF,195,0
62,GRB,DTW,288,0
118,DEN,RNO,804,0
83,CVG,MEM,403,0
86,BIS,DEN,517,0
118,ATL,HOU,696,0
76,PHX,LAX,370,0
37,PHX,TUS,110,0
50,MEM,BHM,211,0
129,LGA,CVG,585,0
103,ATL,DCA,547,0
60,SAN,PHX,304,0
37,LIT,MEM,129,0
NA,DFW,SHV,190,1
31,GSO,FAY,97,0
140,ORD,MSY,837,0
222,JFK,SJU,1597,0
175,IAH,BWI,1235,0
65,ABQ,DEN,349,0
96,BOS,PIT,496,0
80,LAX,PHX,370,0
66,CMH,ORD,296,0
168,DEN,OAK,957,0
31,RIC,ORF,75,0
80,CLT,CVG,335,0
58,DAY,DTW,166,0
58,ISP,BWI,220,0
58,STL,ORD,258,0
169,BUR,DFW,1231,0
89,ATL,STL,483,0
83,SAN,SJC,417,0
102,DAY,MSP,574,0
79,BOS,PHL,280,0
29,DAB,MLB,78,0
40,OKC,DAL,181,0
81,LAX,SFO,337,0
71,IND,ATL,432,0
79,DSM,ORD,299,0
62,ORD,DAY,240,0
94,PHX,LAX,370,0
145,LAX,SFO,337,0
239,LAX,CVG,1900,0
108,ORD,ICT,588,0
66,MSY,HOU,303,0
32,SFO,SMF,86,0
125,MCO,PHL,861,0
14,ELM,ITH,32,0
252,ORD,SEA,1721,0
132,MCO,PHL,861,0
71,MAF,IAH,429,0
130,SLC,MSP,991,0
171,MSY,EWR,1167,0
158,MSP,EWR,1008,0
72,BTR,ATL,449,0
84,SAN,SFO,447,0
119,PHL,BNA,675,0
66,MSY,HOU,303,0
55,EWR,BOS,200,0
48,DTW,GRR,120,0
76,SMF,LAX,373,0
66,CMH,ORD,296,0
104,EWR,CLT,529,0
119,PBI,DCA,857,0
212,TUS,ATL,1541,0
57,FAI,ANC,261,0
83,LAX,SFO,337,0
213,DEN,LGA,1619,0
95,BUF,ORD,473,0
210,PHL,DFW,1302,0
76,ISP,IAD,265,0
43,ROC,ALB,198,0
64,STL,MDW,251,0
81,MCI,MDW,405,0
349,IAD,LAX,2288,0
56,GNV,MIA,295,0
132,PHX,AUS,872,0
101,DTW,BDL,548,0
259,BWI,DEN,1491,0
31,TUS,PHX,110,0
146,FLL,ISP,1093,0
198,DEN,MCO,1545,0
189,ATL,SJU,1547,0
55,SAT,DAL,248,0
83,ATL,RDU,356,0
106,STL,IAD,696,0
93,MCO,ATL,403,0
126,DFW,ORD,802,0
68,SYR,EWR,194,0
73,BUR,SFO,326,0
155,DEN,SMF,910,0
129,IAD,JAX,631,0
198,BWI,DFW,1217,0
89,LAX,SJC,308,0
78,TPA,ATL,406,0
74,STL,ORD,258,0
167,LGA,MSP,1020,0
67,BUR,OAK,325,0
55,STL,IND,229,0
203,LGA,MIA,1097,0
43,ELP,MAF,246,0
62,LAS,PHX,256,0
73,PIT,ALB,367,0
76,BIL,DEN,455,0
85,MSP,STL,449,0
315,JFK,SLC,1989,0
84,PIT,ORD,412,0
141,PHX,DFW,868,0
88,PIT,ATL,526,0
113,CLT,ORD,599,0
35,DAY,TOL,119,0
58,STL,MCI,237,0
107,DEN,DFW,641,0
120,MEM,MCO,683,0
61,ORD,CMH,296,0
36,GTF,MSO,134,0
195,SMF,DFW,1431,0
72,IAH,MOB,427,0
70,IND,ORD,177,0
45,JNU,PSG,123,0
253,PHX,BWI,1999,0
42,BWI,ORF,159,0
73,ICT,DEN,419,0
78,BIL,DEN,455,0
59,CLT,CHA,242,0
108,SEA,SJC,697,0
91,STL,CLT,575,0
96,LGA,CLE,418,0
101,LGA,PIT,335,0
128,MCO,PIT,834,0
67,LIT,DFW,304,0
60,LGA,DCA,214,0
85,LIT,CVG,513,0
85,BOS,PIT,496,0
44,SAN,LAX,109,0
131,MSY,PHL,1088,0
63,PIT,ALB,367,0
164,MCI,PHX,1044,0
74,ONT,SFO,363,0
138,OAK,DEN,957,0
120,SFO,EUG,451,0
68,ABQ,PHX,328,0
70,LAS,RNO,345,0
98,DEN,DFW,641,0
51,RDU,BWI,255,0
151,DFW,PIT,1068,0
101,RNO,SEA,564,0
63,AUS,DFW,190,0
84,DTW,ATL,594,0
88,CLT,IND,428,0
65,MCO,MIA,193,0
321,HNL,LAX,2556,0
85,MCI,MSP,393,0
173,DTW,HOU,1093,0
91,ICT,ORD,588,0
62,IAH,DFW,224,0
91,DFW,BHM,597,0
64,ORF,BWI,159,0
108,DFW,STL,551,0
118,CLT,LGA,544,0
120,SBA,DEN,916,0
139,LAX,SEA,954,0
202,DEN,MCO,1545,0
59,IAH,DFW,224,0
109,DEN,MSP,680,0
57,ABQ,ELP,223,0
48,HOU,DAL,239,0
63,DFW,MLU,293,0
68,CLT,CMH,346,0
149,ORD,DEN,888,0
124,SYR,ORD,607,0
61,ATL,PNS,272,0
NA,STL,ATL,483,1
123,PIT,TPA,873,0
172,ANC,SEA,1449,0
75,CWA,DTW,363,0
45,CLE,DTW,95,0
151,ORD,FLL,1182,0
35,DTW,CLE,95,0
235,STL,LAX,1593,0
46,TLH,ATL,223,0
203,ONT,STL,1547,0
160,MIA,LGA,1097,0
52,MIA,MCO,193,0
145,DCA,MCI,950,0
72,ORD,CVG,264,0
65,BWI,ILM,345,0
36,BNA,HSV,102,0
195,LGA,MIA,1097,0
105,ORD,CLT,599,0
44,BIL,GTF,177,0
79,SLC,DEN,391,0
58,TPA,MIA,204,0
143,JAX,ORD,865,0
59,STL,MCI,237,0
141,DEN,MEM,872,0
47,SAN,LAX,109,0
118,DFW,DEN,641,0
89,PHL,CMH,405,0
175,SEA,LAX,954,0
151,LAS,DFW,1055,0
222,DEN,IAD,1452,0
42,LGA,BOS,185,0
59,LAX,LAS,236,0
138,DEN,PSP,776,0
71,BTR,DFW,383,0
80,LGA,SYR,198,0
77,MEM,CVG,403,0
137,DEN,SMF,910,0
59,ATL,BHM,134,0
78,CMH,ORD,296,0
96,COS,PHX,551,0
NA,MSY,ATL,425,0
71,CLE,DCA,310,0
77,PHL,MHT,290,0
69,BWI,BOS,370,0
65,ATL,MCO,403,0
50,RDU,CLT,130,0
54,DTW,PIT,201,0
59,EWR,BUF,282,0
115,IAD,MCO,758,0
128,LAX,DEN,862,0
57,STL,MEM,256,0
130,MSP,DCA,931,0
57,DFW,HOU,247,0
70,PHL,RDU,336,0
206,IAH,LAX,1379,0
44,PIT,DTW,201,0
35,OMA,DSM,117,0
90,BWI,DAY,406,0
127,DFW,CVG,812,0
76,EWR,PIT,319,0
144,MCI,SLC,919,0
62,MLI,MSP,274,0
89,SFO,BOI,522,0
92,BOS,PIT,496,0
75,MKE,STL,317,0
27,STT,SJU,68,0
73,BDL,BWI,283,0
52,IAH,DFW,224,0
40,SAT,HOU,192,0
85,ELP,DAL,562,0
59,STL,SDF,254,0
34,MCO,TPA,80,0
78,MEM,DFW,432,0
73,PHX,LAX,370,0
65,ABQ,PHX,328,0
65,MEM,ATL,332,0
150,IAD,FLL,901,0
181,BOS,MIA,1258,0
68,MCO,MIA,193,0
49,BUF,ALB,251,0
66,SYR,EWR,194,0
71,CVG,DCA,411,0
88,SNA,SMF,404,0
62,DAB,ATL,366,0
104,IND,MSP,503,0
178,DEN,CLT,1337,0
264,ORD,LAS,1515,0
160,ORD,DEN,888,0
105,MCI,ATL,692,0
53,JAX,TPA,180,0
269,IAH,SFO,1635,0
148,DEN,SBA,916,0
77,SMF,LAX,373,0
53,CID,MSP,221,0
38,CMI,STL,143,0
40,SDF,DAY,144,0
67,ATL,GSP,153,0
31,CLT,GSO,83,0
50,ORF,BWI,159,0
60,PHX,ABQ,328,0
82,RDU,BUF,487,0
90,BTV,PIT,454,0
53,LBB,ELP,295,0
NA,SLC,RAP,508,1
66,MEM,STL,256,0
60,BHM,MSY,321,0
60,PIT,ORF,330,0
226,LAX,BNA,1797,0
63,SAT,DFW,247,0
117,IAH,ABQ,744,0
66,SNA,PHX,338,0
76,GSO,LGA,461,0
121,LGA,DTW,501,0
82,DEN,OKC,495,0
134,AUS,DEN,775,0
50,BHM,ATL,134,0
64,ANC,FAI,261,0
62,CLE,PHL,363,0
34,GTF,MSO,134,0
219,IAH,BOS,1597,0
60,BOS,LGA,185,0
114,DAY,MCO,808,0
60,CAE,ATL,191,0
57,FAR,MSP,223,0
76,BOS,EWR,200,0
86,ATL,DCA,547,0
56,DFW,TUL,237,0
160,PHL,FLL,992,0
93,RDU,DTW,501,0
100,ATL,DCA,547,0
141,LAX,SEA,954,0
44,CLT,AGS,140,0
88,DAY,EWR,533,0
62,FLL,JAX,318,0
222,LAX,ORD,1745,0
73,SJC,LAX,308,0
78,LAX,SMF,373,0
63,LGA,BOS,185,0
180,SEA,ANC,1449,0
61,SJC,LAX,308,0
93,PBI,ATL,545,0
44,SAT,HOU,192,0
21,BZN,BTM,65,0
136,DEN,SJC,948,0
116,AUS,ATL,813,0
212,SAN,STL,1558,0
74,IAH,PNS,489,0
72,EWR,BOS,200,0
92,IAD,ATL,533,0
80,DTW,ABE,424,0
96,LGA,CLE,418,0
44,DTW,LAN,74,0
159,ORD,IAH,925,0
106,IAD,MDW,577,0
278,HNL,LAX,2556,0
133,EWR,ORD,719,0
35,LAX,SAN,109,0
155,DEN,CLT,1337,0
173,MCO,DFW,984,0
114,ATL,BDL,859,0
89,DTW,ATL,594,0
66,PHX,LAS,256,0
45,ONT,SAN,94,0
237,SAN,PIT,2106,0
89,STL,BNA,271,0
33,GTF,BZN,118,0
113,CVG,MSP,596,0
74,FCA,SLC,532,0
46,LGA,SYR,198,0
NA,CLE,DCA,310,0
189,DFW,ONT,1189,0
90,BTV,PIT,454,0
NA,BOS,BNA,943,0
83,TUL,IAH,429,0
126,MCO,PHL,861,0
121,DFW,DEN,641,0
34,BWI,RIC,121,0
101,DEN,AUS,775,0
67,IAD,LGA,229,0
64,BUR,SFO,326,0
77,SLC,LAS,368,0
72,BOS,BWI,370,0
34,CAE,CLT,88,0
51,BNA,MEM,200,0
79,BWI,ORH,330,0
68,SYR,DCA,298,0
214,IND,PHX,1489,0
107,SYR,ORD,607,0
70,MIA,GNV,295,0
162,MIA,CLE,1080,0
100,ORD,EWR,719,0
83,EWR,SYR,194,0
273,ORD,SJC,1829,0
106,BWI,ATL,576,0
61,IAD,EWR,213,0
82,LAS,ABQ,487,0
51,DFW,SHV,190,0
106,DSM,DEN,589,0
127,ORD,DFW,802,0
176,LAX,DFW,1235,0
127,ATL,DFW,732,0
25,MCI,FOE,56,0
80,PIT,ATL,526,0
61,LBB,DFW,282,0
200,ANC,SEA,1449,0
229,SAN,MSP,1532,0
148,IND,DEN,977,0
40,AUS,HOU,148,0
119,DEN,DFW,641,0
65,LAX,LAS,236,0
100,STL,DTW,440,0
56,CLT,ORF,290,0
89,PBI,ATL,545,0
42,PHX,TUS,110,0
296,CLT,LAX,2125,0
40,FAY,CLT,118,0
559,ORD,HNL,4243,0
81,PVD,BWI,328,0
50,PIT,DAY,215,0
115,SEA,SLC,689,0
103,SYR,DTW,374,0
306,KOA,SFO,2367,0
161,DEN,CLE,1201,0
205,EWR,MCI,1092,0
61,DFW,AUS,190,0
59,MSY,IAH,305,0
89,JFK,CLE,425,0
30,RSW,SRQ,77,0
144,ATL,BOS,946,0
82,PIT,BGM,251,0
45,DAL,IAH,217,0
42,MGM,ATL,147,0
71,PHX,LAX,370,0
147,MIA,IAH,964,0
157,LGA,TPA,1011,0
109,SAT,ATL,874,0
91,DFW,MSY,448,0
48,LAX,FAT,209,0
77,SLC,DEN,391,0
NA,LAX,CCR,346,1
114,OKC,ATL,761,0
64,LAX,SJC,308,0
114,DAY,BOS,709,0
40,MAF,AUS,294,0
42,CRP,HOU,187,0
74,CVG,BWI,430,0
44,ATL,HSV,151,0
23,FLL,PBI,42,0
84,IAH,MEM,469,0
55,DTW,MDW,229,0
65,MEM,ATL,332,0
41,ROA,CLT,155,0
94,DEN,PHX,602,0
70,BNA,MDW,395,0
162,SNA,DFW,1205,0
153,MIA,BWI,946,0
120,ATL,ORD,606,0
148,DFW,PIT,1068,0
107,ORD,RIC,642,0
76,SAN,TUS,367,0
145,BDL,ATL,859,0
86,CLT,EWR,529,0
93,LNK,ORD,466,0
58,SAT,DFW,247,0
77,SLC,COS,410,0
131,LGA,BNA,764,0
74,DFW,LIT,304,0
50,RIC,PHL,198,0
247,ORD,ONT,1700,0
245,SFO,DAY,2051,0
166,FLL,LGA,1076,0
229,IND,PHX,1489,0
83,DCA,RDU,227,0
NA,BUF,ROC,55,1
30,CLT,AVL,92,0
208,LAX,MSP,1536,0
75,LIT,ATL,453,0
50,BUR,LAS,223,0
41,SAN,LAX,109,0
36,CLT,GSO,83,0
31,SIT,JNU,95,0
61,ATL,GSP,153,0
39,DTW,CLE,95,0
165,DEN,PIT,1290,0
62,IAD,CLE,288,0
53,MDT,PIT,185,0
175,MCO,MCI,1072,0
78,SAN,SFO,447,0
129,DEN,ONT,819,0
63,SDF,CLT,336,0
82,SFO,LAS,414,0
105,BNA,MCO,616,0
98,PDX,SLC,630,0
71,MDW,MCI,405,0
40,HOU,SAT,192,0
198,IAD,IAH,1190,0
NA,DAY,EWR,533,1
40,SAN,LAX,109,0
162,TPA,DFW,929,0
241,DFW,SEA,1660,0
100,ORD,SYR,607,0
32,PIT,ERI,109,0
73,ATL,IND,432,0
73,DTW,IND,231,0
44,SYR,BDL,192,0
158,DEN,LAX,862,0
71,DTW,IAD,383,0
54,MOB,ATL,302,0
53,ATL,SAV,215,0
64,LAX,SJC,308,0
201,MCI,LAX,1363,0
303,HNL,LAX,2556,0
125,GTF,MSP,887,0
87,ATL,PIT,526,0
39,CLT,CAE,88,0
81,RDU,LGA,431,0
143,FLL,JFK,1069,0
140,MEM,LGA,963,0
65,DEN,LNK,423,0
45,MCO,MIA,193,0
45,SGF,ICT,224,0
62,MDW,STL,251,0
210,DTW,DEN,1123,0
143,LAX,SEA,954,0
NA,SLC,DEN,391,1
86,DCA,BOS,399,0
68,PHX,LAS,256,0
138,SJC,DEN,948,0
93,BOS,BWI,370,0
200,LAS,ORD,1515,0
133,DEN,IAH,861,0
NA,DCA,BOS,399,1
98,CMH,MEM,518,0
156,JFK,TPA,1005,0
66,ONT,SJC,333,0
85,DFW,BNA,631,0
40,MYR,RDU,152,0
158,CMH,DFW,927,0
116,ORD,MHT,843,0
38,CMH,CVG,116,0
50,SHV,DFW,190,0
125,IAD,STL,696,0
220,LGA,DFW,1389,0
52,SYR,BOS,264,0
47,ATL,BNA,214,0
166,CLT,MSP,930,0
238,DEN,BOS,1754,0
75,BOS,EWR,200,0
43,DTW,GRR,120,0
125,ATL,IAH,689,0
109,EWR,CHS,628,0
57,LGA,BOS,185,0
111,STL,LGA,887,0
56,GRB,DTW,288,0
98,ORD,IAD,589,0
167,JFK,MCO,944,0
93,ELP,HOU,677,0
253,DEN,BOS,1754,0
63,BOS,LGA,185,0
27,CHS,SAV,86,0
159,DTW,DFW,987,0
75,CMH,ORD,296,0
81,SJC,SAN,417,0
100,MCI,PIT,773,0
221,LGB,ORD,1735,0
137,DCA,MSP,931,0
126,AUS,DEN,775,0
80,RDU,BNA,443,0
195,MEM,PHX,1263,0
42,CLE,PIT,105,0
106,ORD,ALB,723,0
56,BNA,ATL,214,0
64,DFW,HOU,247,0
98,SEA,SFO,679,0
NA,GJT,DEN,212,1
117,ATL,IAH,689,0
27,TYS,TRI,100,0
230,EWR,SJU,1608,0
96,DEN,SLC,391,0
180,SMF,DFW,1431,0
155,ABQ,STL,934,0
79,SFO,LAX,337,0
69,OAK,LAX,337,0
59,BGM,PIT,251,0
70,SAN,PHX,304,0
62,JAX,ATL,270,0
90,MEM,MKE,556,0
115,ORD,LGA,733,0
48,PBI,MCO,142,0
166,LGA,ORD,733,0
93,DTW,MSN,312,0
576,ATL,HNL,4502,0
115,MEM,BWI,787,0
68,DTW,ORD,235,0
65,IAD,RDU,224,0
86,LAX,SMF,373,0
NA,EWR,LGA,17,0
56,IAH,DFW,224,0
84,SFO,LAX,337,0
95,MEM,HOU,484,0
172,DEN,CLE,1201,0
67,ORF,EWR,284,0
121,STL,DCA,719,0
39,PHX,TUS,110,0
61,PHX,LAS,256,0
60,SGF,ICT,224,0
149,EWR,TPA,998,0
63,LEX,ATL,303,0
132,ORD,DFW,802,0
64,ATL,BHM,134,0
98,MDW,IAD,577,0
59,MRY,LAX,267,0
115,DFW,DEN,641,0
52,PHX,LAS,256,0
57,EWR,ROC,246,0
198,DFW,SNA,1205,0
81,CMH,ORD,296,0
78,CVG,ORD,264,0
52,MCO,MIA,193,0
67,SNA,LAS,226,0
138,LAX,DEN,862,0
91,MKE,MEM,556,0
249,ORD,LAX,1745,0
58,MCI,STL,237,0
114,ORD,PHL,678,0
260,SAN,PIT,2106,0
76,BWI,ILM,345,0
51,EWR,BOS,200,0
165,LGA,FLL,1076,0
55,CHA,BNA,112,0
90,DCA,DAY,391,0
163,JFK,PBI,1028,0
51,MCI,STL,237,0
56,LAS,PHX,256,0
98,ATL,BWI,576,0
69,LAX,SJC,308,0
68,BNA,MEM,200,0
122,IAH,ORD,925,0
83,BOS,PHL,280,0
27,GRR,MBS,86,0
65,SAN,LAS,258,0
229,SJC,STL,1716,0
58,MGM,MEM,280,0
97,HSV,DFW,603,0
49,PIT,DTW,201,0
70,JAX,ATL,270,0
156,LGA,STL,887,0
127,PHL,ORD,678,0
63,LAX,SMF,373,0
151,PIT,MSY,918,0
70,ATL,SDF,321,0
125,BDL,DTW,548,0
367,JFK,SFO,2586,0
39,TPA,RSW,110,0
43,HOU,AUS,148,0
27,FWA,TOL,84,0
65,GSO,ATL,306,0
58,STL,MSN,308,0
118,IAH,STL,668,0
101,ROC,BOS,343,0
69,PHL,BOS,280,0
230,LGA,HOU,1428,0
39,TLH,TPA,200,0
51,RNO,FAT,188,0
57,BOS,BGR,201,0
125,TPA,PIT,873,0
59,DFW,TUL,237,0
64,STL,ORD,258,0
159,DTW,DFW,987,0
52,STL,CMI,143,0
120,ANC,JNU,571,0
70,RDU,ATL,356,0
133,ATL,DFW,732,0
52,GEG,SEA,224,0
69,LEX,ATL,303,0
71,OAK,LAS,407,0
50,AUS,DFW,190,0
39,JAN,MEM,189,0
71,PIT,LGA,335,0
56,GEG,PDX,279,0
49,TRI,CLT,120,0
53,OKC,LIT,308,0
83,LAX,OAK,337,0
53,BUR,LAS,223,0
57,SAN,PHX,304,0
76,BTR,BNA,464,0
126,MCO,MEM,683,0
148,EWR,MCO,938,0
87,SAN,SFO,447,0
26,SAV,CHS,86,0
89,ORF,CVG,485,0
217,FLL,ATL,581,0
297,HNL,LAX,2556,0
122,ATL,DFW,732,0
24,GSP,CLT,75,0
68,DTW,ERI,163,0
276,HNL,SFO,2398,0
43,SGF,STL,195,0
117,DFW,CVG,812,0
81,LAX,OAK,337,0
103,DFW,ABQ,569,0
79,DEN,ICT,419,0
58,HOU,DFW,247,0
54,PIT,PHL,267,0
23,LAN,AZO,62,0
131,DFW,MSP,852,0
96,PHL,CLT,448,0
252,DFW,PDX,1616,0
50,OAJ,CLT,191,0
62,IAD,LGA,229,0
238,MSP,LAX,1536,0
156,DEN,BUR,850,0
42,ILM,CLT,185,0
64,PHX,SNA,338,0
84,LAS,OAK,407,0
55,DCA,LGA,214,0
112,BWI,ATL,576,0
294,IAD,LAX,2288,0
303,SEA,JFK,2421,0
108,SJC,SEA,697,0
103,STL,DFW,551,0
29,CLT,FAY,118,0
NA,DSM,DEN,589,1
171,FLL,LGA,1076,0
68,ORD,MBS,222,0
66,MDW,BNA,395,0
51,ATL,JAX,270,0
79,SEA,RNO,564,0
90,OKC,DEN,495,0
269,SFO,DTW,2079,0
70,CLE,ORD,316,0
122,DEN,ONT,819,0
39,IND,CVG,98,0
50,LAS,PHX,256,0
145,EWR,ORD,719,0
138,DFW,PHX,868,0
75,MSP,MLI,274,0
95,ATL,MCO,403,0
48,AZO,DAY,176,0
73,ORD,CLE,316,0
291,SFO,JFK,2586,0
56,CHS,ATL,259,0
160,TPA,DTW,983,0
208,SEA,ANC,1449,0
133,MSP,DCA,931,0
NA,PDX,SFO,550,0
125,LAX,DEN,862,0
49,MIA,TPA,204,0
60,JAX,ATL,270,0
151,DEN,DTW,1123,0
71,DCA,CLE,310,0
278,ATL,LAX,1946,0
76,CLE,ATL,554,0
39,AUS,HOU,148,0
114,DCA,ORD,612,0
62,PHX,LAX,370,0
241,SLC,JFK,1989,0
223,MSP,RNO,1406,0
141,ATL,BDL,859,0
85,MEM,DFW,432,0
227,LAX,ORD,1745,0
76,DFW,MSY,448,0
83,OAK,SNA,371,0
81,ICT,DEN,419,0
33,DEN,COS,72,0
51,CRW,DCA,249,0
108,LAS,SFO,414,0
162,MIA,IAD,921,0
75,SYR,CLE,317,0
149,MSY,IAD,954,0
75,BWI,BOS,370,0
34,RDD,ACV,101,0
45,MCI,STL,237,0
71,DCA,LGA,214,0
60,AMA,DAL,324,0
111,ABE,DTW,424,0
51,AUS,HRL,273,0
45,BNA,ATL,214,0
51,SAT,HRL,233,0
202,DFW,JFK,1391,0
58,IAD,EWR,213,0
113,HOU,ATL,696,0
104,DCA,ATL,547,0
37,AZO,DAY,176,0
78,MEM,MGM,280,0
102,SEA,SFO,679,0
88,PDX,SMF,479,0
34,SFO,SMF,86,0
201,TPA,DEN,1506,0
95,STL,DFW,551,0
174,FLL,BOS,1237,0
75,MCI,CVG,539,0
103,IAD,MDW,577,0
105,DEN,PHX,602,0
45,CID,STL,228,0
47,ORD,GRR,137,0
44,BHM,BNA,177,0
66,LGA,BTV,258,0
48,MCO,TLH,227,0
97,DEN,LAS,629,0
259,PDX,ATL,2172,0
193,LGA,MSP,1020,0
67,PHL,CLE,363,0
41,HOU,CRP,187,0
180,ORD,DEN,888,0
347,JFK,LAX,2475,0
99,LAX,SLC,590,0
87,GSO,ATL,306,0
62,STL,IND,229,0
77,PIT,BTV,454,0
70,DFW,HOU,247,0
64,MEM,HSV,184,0
53,RIC,PIT,259,0
92,MSP,MEM,700,0
55,SAN,PHX,304,0
163,IAH,MSP,1034,0
79,PHX,SNA,338,0
63,CLT,BNA,329,0
73,EWR,RIC,278,0
97,DEN,SLC,391,0
146,CVG,PBI,892,0
63,LIT,DFW,304,0
104,MSP,MDW,349,0
168,LGA,FLL,1076,0
61,DEN,CPR,230,0
88,SMF,SAN,480,0
50,DFW,SHV,190,0
84,LAX,SMF,373,0
39,MCI,ICT,186,0
55,GNV,MIA,295,0
55,MSP,GRB,252,0
162,OAK,DEN,957,0
NA,OKC,ORD,693,1
69,BOS,SYR,264,0
143,MSP,EWR,1008,0
78,MSP,BIS,386,0
33,ILM,RDU,122,0
82,DFW,IAH,224,0
129,DEN,FAT,844,0
90,DTW,STL,440,0
203,MCI,SAN,1333,0
47,LAS,BUR,223,0
114,LGA,CVG,585,0
64,BWI,RDU,255,0
27,PBI,FLL,42,0
65,MOB,MEM,317,0
230,DFW,EWR,1372,0
104,ATL,EWR,745,0
76,SFO,BUR,326,0
97,CVG,JAN,555,0
186,PHX,BNA,1448,0
60,TPA,MIA,204,0
67,SFO,LMT,315,0
56,STL,MEM,256,0
123,PIT,MSP,726,0
39,MAF,LBB,121,0
132,PHL,JAX,742,0
29,CVG,SDF,83,0
69,STL,ORD,258,0
60,ROC,BOS,343,0
55,MCI,STL,237,0
59,PHL,JFK,94,0
34,COS,DEN,72,0
160,IAH,IAD,1190,0
25,BFL,SBA,82,0
72,PHX,LAX,370,0
59,LIT,DAL,296,0
64,BUR,SJC,296,0
65,BHM,CLT,351,0
65,LAX,PHX,370,0
68,TPA,PNS,330,0
82,STL,TOL,399,0
121,STL,DFW,551,0
203,SEA,ORD,1721,0
121,DEN,GEG,836,0
61,SMF,LAX,373,0
75,ORD,OMA,416,0
60,SFO,RNO,192,0
41,HOU,SAT,192,0
NA,EUG,DEN,997,1
56,JAX,FLL,318,0
54,ORF,CLT,290,0
74,ONT,SJC,333,0
85,LAS,OAK,407,0
45,LAS,ONT,197,0
115,ATL,MKE,669,0
151,PIT,MSY,918,0
49,LNK,FSD,188,0
41,BNA,BHM,177,0
81,MDW,MCI,405,0
31,MRY,SFO,77,0
58,DAY,ORD,240,0
224,IND,PHX,1489,0
61,DTW,ORD,235,0
140,TPA,CLE,927,0
85,ELP,DEN,563,0
164,LGA,FLL,1076,0
55,AUS,MAF,294,0
113,ORD,PHL,678,0
70,SFO,LAX,337,0
161,DEN,DAY,1084,0
158,EWR,MSP,1008,0
217,SMF,MSP,1518,0
65,PHL,BOS,280,0
166,SAT,PIT,1277,0
99,ATL,TOL,549,0
241,ONT,ATL,1900,0
78,DCA,DTW,405,0
49,SAT,DFW,247,0
53,CLT,ORF,290,0
58,OKC,MCI,313,0
121,LAS,PDX,762,0
89,STL,DTW,440,0
37,RDU,ILM,122,0
114,STL,DFW,551,0
322,ONT,EWR,2409,0
70,PWM,EWR,284,0
70,LIT,BNA,327,0
58,LEX,ATL,303,0
97,ORD,SUX,436,0
151,TPA,BDL,1111,0
124,HPN,ORD,738,0
149,BDL,ATL,859,0
62,LGA,PWM,270,0
87,MCO,ATL,403,0
NA,MDW,STL,251,1
143,PHL,TPA,920,0
141,MSP,MEM,700,0
34,CLE,DTW,95,0
102,BNA,DCA,562,0
240,ATL,SLC,1589,0
NA,DEN,DSM,589,1
55,LGA,DCA,214,0
45,HOU,DAL,239,0
66,PHL,RDU,336,0
55,DFW,TUL,237,0
62,CLT,BWI,361,0
75,ATL,CMH,446,0
250,SAN,DTW,1957,0
109,ORD,BDL,783,0
52,DCA,LGA,214,0
65,ATL,LEX,303,0
112,MEM,SRQ,686,0
132,SEA,LAS,866,0
57,ORH,EWR,161,0
65,BUR,OAK,325,0
73,ORF,CHS,351,0
93,ATL,PIT,526,0
163,MIA,DFW,1121,0
234,DFW,PDX,1616,0
308,BOS,DEN,1754,0
329,LAX,BOS,2611,0
168,MSP,SLC,991,0
60,EWR,BUF,282,0
32,BWI,PHL,90,0
103,MCI,DEN,533,0
43,BNA,HSV,102,0
300,ATL,SFO,2139,0
55,EWR,DCA,199,0
63,FLL,JAX,318,0
306,JFK,PHX,2153,0
75,PHX,LAX,370,0
71,DEN,OMA,472,0
55,ATL,CHS,259,0
131,ORD,EWR,719,0
37,SDF,CVG,83,0
50,FAT,LAX,209,0
55,HRL,HOU,276,0
82,OAK,PDX,543,0
85,RIC,ATL,481,0
126,CLT,ORD,599,0
45,SAT,HOU,192,0
117,ORD,BOS,867,0
