ActualElapsedTime,Origin,Dest,Distance,Cancelled
35,MLB,DAB,78,0
76,CLE,EWR,404,0
68,BOS,PHL,280,0
61,RNO,LAS,345,0
32,SMF,SFO,86,0
73,MCI,MSP,393,0
95,MEM,DFW,432,0
67,BUR,SJC,296,0
266,ORD,SMF,1781,0
51,LAS,PHX,256,0
91,ORD,SYR,607,0
45,TPA,APF,134,0
120,STL,BWI,737,0
64,SNA,PHX,338,0
242,ORD,ONT,1700,0
186,DEN,SFO,967,0
79,OMA,DEN,472,0
149,IAH,PIT,1117,0
52,HOU,DAL,239,0
91,CLT,DTW,500,0
224,ORD,LAS,1515,0
79,LAX,OAK,337,0
45,CLE,BUF,192,0
271,ATL,LAX,1946,0
120,DCA,ORD,612,0
90,BTV,PIT,454,0
56,CHS,ORF,351,0
107,CVG,MCI,539,0
78,ORD,MSP,334,0
66,MCI,MDW,405,0
76,CAE,RDU,188,0
63,SYR,DCA,298,0
76,SMF,LAS,397,0
42,AUS,HOU,148,0
66,PHL,BDL,196,0
56,IND,DTW,231,0
102,BUF,ORD,473,0
150,PHL,MIA,1013,0
53,BNA,MEM,200,0
70,HOU,DFW,247,0
37,FLG,PHX,119,0
55,ORD,DTW,235,0
61,MRY,LAX,267,0
59,DTW,ORD,235,0
50,MSP,CWA,175,0
127,FLL,MSY,673,0
213,SMF,MSP,1518,0
66,SFO,SBA,262,0
90,ELP,DFW,551,0
183,STL,FLL,1056,0
99,HSV,DFW,603,0
79,LAX,PHX,370,0
26,SAV,CHS,86,0
122,EWR,ATL,745,0
76,SAN,SJC,417,0
87,ORD,MSP,334,0
49,CWA,MSP,175,0
57,RNO,SJC,188,0
57,MEM,MGM,280,0
130,EWR,DTW,487,0
82,BWI,DAY,406,0
38,BOS,PWM,95,0
101,MCI,DEN,533,0
77,CRP,DFW,354,0
115,EWR,ATL,745,0
72,ALB,BWI,288,0
212,SNA,MSP,1522,0
88,GSO,ATL,306,0
76,ATL,SDF,321,0
139,PHX,IAH,1009,0
42,ICT,SGF,224,0
141,DFW,ORD,802,0
59,PIT,IND,325,0
310,HNL,LAX,2556,0
86,COS,PHX,551,0
56,CLE,IND,261,0
145,MSP,ATL,906,0
86,ATL,RSW,515,0
58,STL,MCI,237,0
150,PBI,STL,1023,0
95,CLT,LGA,544,0
90,RSW,ATL,515,0
161,GEG,MSP,1175,0
39,GRR,ORD,137,0
254,OGG,SFO,2338,0
87,EWR,PIT,319,0
152,IND,DEN,977,0
158,MCO,BOS,1121,0
68,ORD,SDF,286,0
103,SFO,SEA,679,0
54,HOU,DFW,247,0
189,EWR,FLL,1065,0
57,PIT,SYR,279,0
36,ILM,RDU,122,0
38,TUL,LIT,230,0
80,LAX,PHX,370,0
157,MSP,SLC,991,0
128,SEA,LAX,954,0
61,SAN,PHX,304,0
336,SFO,HNL,2398,0
186,CLE,DFW,1021,0
NA,SAT,DEN,794,1
156,IAD,FLL,901,0
143,DEN,IAH,861,0
248,SAN,ORD,1723,0
75,MDW,STL,251,0
38,SHV,BTR,206,0
47,ATL,GSP,153,0
NA,BWI,ORH,330,1
65,IND,CLT,428,0
140,FLL,ISP,1093,0
67,BUR,SFO,326,0
30,MLI,PIA,69,0
31,SDF,CVG,83,0
74,LAX,SFO,337,0
188,PHX,MDW,1444,0
43,ERI,DTW,163,0
176,MIA,DFW,1121,0
144,MIA,BWI,946,0
77,BOS,SYR,264,0
66,ATL,RDU,356,0
91,ATL,BWI,576,0
76,ORD,PIT,412,0
78,CVG,ORF,485,0
65,SNA,SJC,342,0
55,BHM,MEM,211,0
80,DEN,BIL,455,0
73,MSN,DTW,312,0
108,ORD,LGA,733,0
64,LGA,BUF,292,0
171,AUS,LAS,1090,0
113,CLT,MSY,651,0
132,ORD,BOS,867,0
81,ISP,PIT,375,0
91,SFO,SLC,599,0
96,CLT,DTW,500,0
75,PIT,LGA,335,0
146,ORD,MCO,1005,0
67,CLE,ORD,316,0
130,DEN,RNO,804,0
115,DFW,ABQ,569,0
43,ROA,CLT,155,0
165,EWR,SRQ,1034,0
59,LGB,PHX,355,0
145,SJU,MIA,1045,0
49,IAD,PIT,183,0
74,PIT,CVG,256,0
101,IAH,BNA,657,0
112,ROC,BOS,343,0
66,ORD,STL,258,0
43,CLT,RDU,130,0
39,PDX,SEA,129,0
90,SYR,EWR,194,0
95,ATL,DCA,547,0
60,LIT,TUL,230,0
67,IAH,MSY,305,0
57,SAN,PHX,304,0
54,LAX,LAS,236,0
48,MEM,LIT,129,0
98,DAL,ABQ,580,0
77,LAX,RNO,390,0
65,PIT,EWR,319,0
58,PHX,SAN,304,0
41,SAN,LAX,109,0
74,MOB,MEM,317,0
78,FSD,ORD,462,0
82,PHX,SLC,507,0
108,OKC,ORD,693,0
100,PIT,ATL,526,0
121,LAX,DEN,862,0
100,CVG,MEM,403,0
155,SAT,LAS,1069,0
247,MSP,SFO,1589,0
58,MCO,PBI,142,0
92,PHL,PIT,267,0
168,LAX,SEA,954,0
238,BOS,DFW,1562,0
45,PIA,STL,137,0
105,PSP,DEN,776,0
118,CVG,MSY,700,0
124,SDF,DFW,733,0
193,PHX,ORD,1440,0
40,ONT,SAN,94,0
62,MSY,HOU,303,0
102,DTW,MSN,312,0
45,AUS,IAH,140,0
67,STL,ORD,258,0
98,SJC,PDX,569,0
103,ROC,ORD,528,0
59,OKC,DFW,175,0
97,STL,ATL,483,0
72,CLT,ATL,227,0
148,TPA,DFW,929,0
132,LGA,ATL,761,0
146,SJC,DEN,948,0
46,DFW,SHV,190,0
95,CMH,ATL,446,0
88,PIT,ATL,526,0
222,PDX,STL,1708,0
93,FLL,ATL,581,0
206,LAX,STL,1593,0
292,DAY,LAX,1925,0
53,GSO,DCA,248,0
188,EWR,MSP,1008,0
97,ATL,MSY,425,0
162,EWR,MCO,938,0
187,OAK,DFW,1456,0
151,CLE,MIA,1080,0
153,IAH,CLE,1091,0
124,AUS,ORD,978,0
68,MCI,ORD,403,0
57,ORH,EWR,161,0
NA,ORD,PDX,1739,0
50,CAE,ATL,191,0
NA,STL,DCA,719,1
68,ATL,MCO,403,0
37,SEA,PDX,129,0
120,BWI,TPA,842,0
64,SFO,SAN,447,0
114,DAY,MSP,574,0
106,SFO,SEA,679,0
101,STL,CLT,575,0
305,LAX,MIA,2342,0
72,OAK,BUR,325,0
152,DFW,IAD,1172,0
51,STL,IND,229,0
74,CLT,ATL,227,0
99,COS,DFW,592,0
58,BOI,SLC,291,0
53,DAL,TUL,237,0
77,DCA,LEX,414,0
273,LAX,CLE,2053,0
60,SEA,PDX,129,0
20,BUF,ROC,55,0
139,ORD,MSY,837,0
66,BOS,SYR,264,0
106,PIT,JAX,695,0
234,DFW,SFO,1464,0
100,ABQ,DFW,569,0
101,LAX,ELP,714,0
55,SAV,ATL,215,0
111,SEA,SFO,679,0
70,MLI,FSD,351,0
135,MIA,SJU,1045,0
59,PHX,LAS,256,0
80,ATL,MSY,425,0
182,LGA,MIA,1097,0
159,DAY,MIA,999,0
71,SNA,OAK,371,0
67,SJC,LAX,308,0
55,PNS,ATL,272,0
184,IAH,LGA,1416,0
95,STL,CLE,487,0
186,BDL,MSP,1050,0
110,IAD,ORD,589,0
65,SDF,ATL,321,0
79,ATL,MLB,443,0
26,BHM,HSV,74,0
124,PDX,LAX,834,0
49,DAY,SBN,166,0
58,LAS,PHX,256,0
60,ONT,SJC,333,0
29,PVD,BDL,66,0
44,PDX,SEA,129,0
77,ATL,IND,432,0
65,CLT,LEX,282,0
76,EWR,CLE,404,0
61,PHL,BOS,280,0
137,FLL,IAD,901,0
74,ORD,DSM,299,0
45,HOU,SAT,192,0
62,PHL,BOS,280,0
118,OMA,ATL,821,0
169,MSY,EWR,1167,0
122,ORD,RIC,642,0
99,BNA,BWI,588,0
234,STL,SFO,1736,0
67,ATL,MEM,332,0
66,IAD,CLE,288,0
137,DEN,SAN,853,0
91,SNA,SFO,372,0
114,ORD,ORF,717,0
137,COS,ORD,911,0
78,ATL,CMH,446,0
52,LGA,BOS,185,0
60,DTW,CVG,229,0
68,PIT,TYS,382,0
93,PDX,SFO,550,0
64,CLT,JAX,329,0
81,DTW,EWR,487,0
117,PHX,AUS,872,0
88,DEN,SLC,391,0
58,IAH,DFW,224,0
68,STL,MKE,317,0
53,CAE,ATL,191,0
123,MSP,ATL,906,0
53,DCA,LGA,214,0
66,ORD,DSM,299,0
49,FAY,CLT,118,0
86,CLE,EWR,404,0
124,ABE,ATL,692,0
108,BUR,SLC,574,0
67,ATL,MEM,332,0
43,OKC,DAL,181,0
227,DEN,BOS,1754,0
86,ORD,BNA,409,0
77,JFK,PIT,340,0
NA,ONT,DEN,819,1
42,SBN,DAY,166,0
59,LAS,SNA,226,0
45,DAL,AUS,189,0
127,ORD,BDL,783,0
133,OAK,DEN,957,0
65,ORD,CAK,344,0
150,MSY,EWR,1167,0
72,SDF,ATL,321,0
185,MSP,PHX,1276,0
42,SAN,ONT,94,0
51,MCO,FLL,178,0
197,IAH,LAS,1222,0
131,STL,EWR,872,0
174,BUR,DFW,1231,0
46,TPA,FLL,197,0
65,IAH,BTR,253,0
94,DEN,PHX,602,0
105,LAX,SLC,590,0
98,STL,MSY,604,0
66,ORD,CVG,264,0
63,DCA,EWR,199,0
215,TPA,DEN,1506,0
114,LGA,SDF,658,0
335,EWR,SFO,2565,0
149,MCO,PVD,1073,0
134,IAH,DEN,861,0
101,EWR,CLT,529,0
29,RIC,ORF,75,0
47,GSO,CLT,83,0
52,DAL,LIT,296,0
43,BHM,ATL,134,0
126,TPA,IAD,810,0
33,DSM,MLI,164,0
109,STL,IAH,668,0
48,DAY,GRR,217,0
75,PHX,ELP,347,0
92,DCA,BOS,399,0
106,ATL,IAH,689,0
39,CLE,PIT,105,0
53,ROC,LGA,254,0
52,HOU,MSY,303,0
62,DFW,IAH,224,0
285,HNL,SFO,2398,0
235,SJC,ORD,1829,0
278,ORD,LAX,1745,0
90,CLT,TLH,386,0
309,ATL,LAX,1946,0
50,AUS,IAH,140,0
64,EWR,BWI,169,0
155,ORD,MIA,1197,0
326,ATL,SFO,2139,0
30,SUX,LNK,109,0
23,CHS,MYR,84,0
81,SMF,LAX,373,0
41,MYR,CLT,156,0
85,BUF,EWR,282,0
153,BOS,ATL,946,0
118,DAY,EWR,533,0
28,CLT,GSO,83,0
80,IAH,MOB,427,0
118,DFW,ORD,802,0
65,EWR,ORH,161,0
32,MOT,BIS,105,0
69,DAY,ORD,240,0
116,ATL,EWR,745,0
157,PDX,LGB,846,0
86,PIT,BOS,496,0
66,DFW,MAF,309,0
74,OKC,MEM,432,0
46,HOU,SAT,192,0
122,IAH,TPA,787,0
56,MSP,OMA,282,0
43,BIL,GTF,177,0
140,DFW,ORD,802,0
61,DFW,AMA,313,0
83,IND,ATL,432,0
132,SEA,SJC,697,0
47,BUF,CLE,192,0
160,EWR,MCO,938,0
55,LIT,DAL,296,0
68,SBA,SFO,262,0
72,ORD,MCI,403,0
30,TUS,PHX,110,0
77,DEN,SLC,391,0
67,SFO,LAX,337,0
133,DEN,HOU,883,0
40,RST,ALO,94,0
81,LAX,TUS,451,0
264,ORD,SEA,1721,0
100,SAN,OAK,446,0
60,DAY,ORD,240,0
95,SEA,SMF,605,0
56,LAX,SAN,109,0
43,STL,PIA,137,0
93,SLC,FCA,532,0
130,SFO,DEN,967,0
130,OAK,DEN,957,0
119,PHL,ORD,678,0
79,CVG,MEM,403,0
55,MRY,BFL,175,0
70,RIC,PIT,259,0
85,LIT,STL,296,0
47,SFO,RNO,192,0
46,BNA,CHA,112,0
96,MCI,ATL,692,0
106,SLC,SMF,532,0
112,EWR,CHS,628,0
183,DFW,PHL,1302,0
163,PBI,PHL,951,0
66,ONT,PHX,325,0
98,PDX,SFO,550,0
45,TLH,TPA,200,0
87,LAS,DEN,629,0
81,STL,CVG,307,0
84,CLE,LGA,418,0
97,RDU,CLE,416,0
107,PIT,MEM,652,0
59,HTS,CLT,235,0
54,CVG,CLE,221,0
51,ATL,GSO,306,0
127,BWI,ATL,576,0
49,AGS,ATL,143,0
150,LAS,SEA,866,0
81,GSO,EWR,446,0
238,DFW,SFO,1464,0
58,BUF,EWR,282,0
148,ORD,DFW,802,0
43,CLE,PIT,105,0
52,PNS,ATL,272,0
69,CLT,MCO,468,0
73,BUF,DTW,240,0
48,LAX,PSP,110,0
100,ATL,FLL,581,0
30,ONT,BUR,44,0
54,LAX,LAS,236,0
330,IAD,LAX,2288,0
179,SAN,MCI,1333,0
62,MEM,STL,256,0
30,CVG,DAY,64,0
143,SEA,JNU,909,0
85,ATL,DCA,547,0
31,MEM,LIT,129,0
152,STL,MIA,1068,0
139,SJC,DEN,948,0
159,TPA,BOS,1185,0
83,DFW,MCI,460,0
75,MDW,MCI,405,0
93,SLC,SFO,599,0
49,CLT,LYH,175,0
113,MSP,GFK,284,0
87,SRQ,ATL,445,0
75,SAN,SJC,417,0
94,PVD,PIT,467,0
55,MLI,OMA,280,0
51,DCA,PIT,205,0
80,MCO,ATL,403,0
53,ROC,DCA,296,0
207,LAS,ORD,1515,0
62,BUR,SFO,326,0
40,CHA,BNA,112,0
382,EWR,SFO,2565,0
90,PHL,DTW,453,0
89,PIT,CLT,366,0
59,HOU,DFW,247,0
66,ATL,MOB,302,0
96,RDU,MCO,534,0
106,BOS,CLE,563,0
38,TPA,MCO,80,0
124,DCA,BNA,562,0
69,CLE,ORD,316,0
53,CID,MSP,221,0
81,MCI,MEM,392,0
252,ORD,SNA,1726,0
89,STL,CLT,575,0
417,MIA,SFO,2585,0
150,PIT,MIA,1013,0
107,ORD,LGA,733,0
77,LAX,SMF,373,0
92,SFO,BOI,522,0
45,PIT,DTW,201,0
81,FWA,ATL,508,0
89,SDF,DCA,474,0
97,IAD,ATL,533,0
154,DFW,PHX,868,0
64,SDF,ATL,321,0
66,BWI,ORH,330,0
25,ROC,SYR,79,0
88,CVG,MEM,403,0
77,MOB,MEM,317,0
337,LAX,HNL,2556,0
134,BWI,ORD,622,0
40,MCO,PBI,142,0
67,DTW,MDW,229,0
117,ORD,LGA,733,0
40,DFW,SHV,190,0
146,OKC,SLC,866,0
56,BWI,RDU,255,0
115,ORD,ATL,606,0
69,CVG,DTW,229,0
65,HOU,DFW,247,0
42,MIA,MCO,193,0
232,LGA,DEN,1619,0
101,DAY,EWR,533,0
82,MKE,STL,317,0
75,BOS,SYR,264,0
161,MSP,DFW,852,0
72,PHX,SNA,338,0
175,SAT,PIT,1277,0
59,ALB,PHL,212,0
76,IND,ATL,432,0
67,SMF,LAX,373,0
90,MSP,ORD,334,0
67,DCA,BOS,399,0
44,PIT,DCA,205,0
222,MCO,DEN,1545,0
71,OAK,LAX,337,0
70,SAN,SJC,417,0
114,CVG,MCO,756,0
144,BIS,DEN,517,0
37,MSP,DLH,144,0
68,CMH,PIT,144,0
53,BDL,SYR,192,0
108,OKC,ATL,761,0
237,BOS,DFW,1562,0
161,DFW,PHL,1302,0
67,LAX,PHX,370,0
40,DAL,AUS,189,0
47,SAT,HOU,192,0
47,MIA,MCO,193,0
145,TPA,EWR,998,0
61,EWR,IAD,213,0
70,MDW,BNA,395,0
82,DEN,FSD,483,0
73,PIT,CLT,366,0
76,MSY,ATL,425,0
95,BOS,DCA,399,0
107,ATL,LGA,761,0
85,SNA,OAK,371,0
162,ORD,ATL,606,0
54,PIT,DTW,201,0
76,LAS,TUS,365,0
263,DFW,SJU,2165,0
88,ATL,PBI,545,0
52,RDU,DCA,227,0
38,MSO,GTF,134,0
56,ATL,GSO,306,0
58,DFW,MAF,309,0
90,ATL,BTR,449,0
72,ORD,SDF,286,0
30,SUX,LNK,109,0
NA,ONT,ORD,1700,1
45,BHM,MEM,211,0
256,SNA,ORD,1726,0
75,EWR,SYR,194,0
136,ISP,ORD,773,0
148,MSP,DEN,680,0
78,LGA,SYR,198,0
116,EWR,ORD,719,0
168,SAN,DFW,1171,0
53,MSN,MSP,228,0
89,DTW,PHL,453,0
88,BNA,MKE,475,0
290,LAX,CLE,2053,0
138,DAY,DFW,861,0
41,RDU,MYR,152,0
136,ALB,ATL,852,0
116,CLT,STL,575,0
87,HRL,DFW,461,0
122,CVG,BOS,752,0
68,CLT,DAB,416,0
95,ORD,BWI,622,0
52,IAH,LFT,201,0
164,SLC,ORD,1249,0
129,ATL,ALB,852,0
125,ATL,IAD,533,0
134,DCA,BNA,562,0
146,MIA,SJU,1045,0
199,SLC,ATL,1589,0
90,ATL,EVV,350,0
91,SLC,SAN,626,0
169,DFW,PIT,1068,0
239,LAX,ORD,1745,0
99,ATL,CMH,446,0
58,SAN,PHX,304,0
75,SNA,SJC,342,0
115,CHS,LGA,641,0
193,LGA,MSY,1183,0
56,SAN,PHX,304,0
239,SAN,ORD,1723,0
282,ANC,SLC,2125,0
246,LAX,DTW,1979,0
53,ONT,LAS,197,0
NA,ORD,CLT,599,1
132,PHL,STL,813,0
86,CVG,MCI,539,0
98,PDX,SFO,550,0
110,DEN,BZN,525,0
224,LAX,ORD,1745,0
178,CLE,DEN,1201,0
72,LEX,ORD,323,0
53,HOU,DAL,239,0
121,DFW,CMH,927,0
50,ROA,BWI,221,0
106,TPA,BNA,612,0
22,IAH,HOU,24,0
50,HOU,DAL,239,0
74,JAX,RDU,408,0
79,BOS,EWR,200,0
167,LGA,DAB,896,0
43,CLT,CHS,168,0
84,DEN,TUL,541,0
82,CLE,CLT,430,0
64,LAX,LAS,236,0
218,IND,PHX,1489,0
78,BZN,DEN,525,0
110,BWI,BNA,588,0
59,FAR,MSP,223,0
69,CLE,ORD,316,0
50,LGA,PHL,96,0
56,ABE,PIT,253,0
61,PIT,IND,325,0
140,DFW,PHX,868,0
96,IND,EWR,644,0
62,GFK,MSP,284,0
58,BUF,LGA,292,0
53,RDU,DCA,227,0
144,ONT,SEA,956,0
145,MIA,LGA,1097,0
28,FAT,BFL,100,0
122,PIT,MCI,773,0
110,FAR,DEN,627,0
74,LIT,DFW,304,0
82,ELP,DAL,562,0
49,HOU,DAL,239,0
79,STL,OMA,342,0
93,ORD,ATL,606,0
77,PVD,BWI,328,0
164,IND,DEN,977,0
70,LGA,BOS,185,0
106,MIA,MSY,674,0
130,MSP,MEM,700,0
92,LAS,SMF,397,0
78,LNK,DEN,423,0
140,BWI,ORD,622,0
110,DCA,ORD,612,0
61,SAN,LAS,258,0
130,JFK,DTW,508,0
45,SBN,DAY,166,0
61,MSO,SLC,436,0
90,MCO,MSY,550,0
82,OKC,STL,462,0
60,EWR,ORH,161,0
102,STL,DCA,719,0
105,SMF,LAX,373,0
67,PIT,EWR,319,0
84,DEN,OMA,472,0
64,MSP,ORD,334,0
33,LNK,SUX,109,0
74,LAX,OAK,337,0
55,IAH,SAT,191,0
307,ORD,LAX,1745,0
38,ONT,SAN,94,0
129,DFW,ATL,732,0
36,SYR,BUF,134,0
59,TPA,FLL,197,0
191,DCA,DFW,1192,0
70,EWR,DCA,199,0
64,RNO,SFO,192,0
139,DCA,ORD,612,0
143,PHL,TPA,920,0
181,DFW,ONT,1189,0
83,OKC,STL,462,0
67,ATL,GSO,306,0
30,LNK,SUX,109,0
55,SAT,DFW,247,0
161,PIT,MIA,1013,0
NA,ABQ,ELP,223,1
46,FAY,CLT,118,0
149,MSP,PHL,980,0
57,HOU,DFW,247,0
61,MEM,ATL,332,0
120,ATL,LGA,761,0
107,ATL,BWI,576,0
136,DEN,FAT,844,0
61,LGA,RIC,292,0
127,DEN,SLC,391,0
251,PHX,BWI,1999,0
73,LIT,DFW,304,0
67,PHX,LAX,370,0
65,MSO,SLC,436,0
131,STL,DCA,719,0
53,AUS,DAL,189,0
26,RDU,GSO,67,0
52,DFW,IAH,224,0
140,AUS,PHX,872,0
67,MDW,STL,251,0
190,SAN,IAH,1303,0
50,TYS,CLT,177,0
59,PNS,ATL,272,0
36,BTR,LFT,55,0
102,ORD,PHL,678,0
108,ATL,STL,483,0
86,FSD,DEN,483,0
57,MSP,MKE,297,0
125,SAN,DEN,853,0
65,SFO,LAX,337,0
162,JFK,MIA,1090,0
92,LAX,SMF,373,0
59,SFO,RDD,199,0
58,RDU,PHL,336,0
164,EWR,ATL,745,0
236,SEA,DFW,1660,0
72,SMF,ONT,389,0
69,ORF,LGA,296,0
157,DEN,CLE,1201,0
63,STL,CVG,307,0
50,CHA,ATL,106,0
44,TLH,TPA,200,0
80,STL,CVG,307,0
NA,DCA,BOS,399,1
127,MCI,DCA,950,0
94,DTW,BNA,457,0
67,DCA,BUF,296,0
106,ORD,PHL,678,0
192,STL,LAS,1372,0
160,DEN,PDX,992,0
29,CHS,SAV,86,0
65,LEX,CLT,282,0
48,DTW,PIT,201,0
87,SFO,LAX,337,0
102,CLE,EWR,404,0
80,MEM,PFN,417,0
123,EWR,ORD,719,0
48,JFK,PHL,94,0
56,DFW,IAH,224,0
138,STL,DEN,770,0
58,IND,ORD,177,0
53,ATL,BHM,134,0
76,LAS,SLC,368,0
36,FAY,CLT,118,0
80,SFO,SAN,447,0
143,MIA,JFK,1090,0
81,ATL,DAB,366,0
163,LGA,ATL,761,0
78,PIT,PWM,555,0
76,IND,ATL,432,0
85,CLT,MCO,468,0
46,ATL,GSP,153,0
59,ATL,JAX,270,0
94,DFW,ABQ,569,0
75,SMF,LAS,397,0
45,SAN,LAX,109,0
51,DFW,TUL,237,0
56,BUF,LGA,292,0
101,DCA,ATL,547,0
184,DEN,SEA,1024,0
69,BHM,CLT,351,0
58,SAN,PHX,304,0
248,ORD,SFO,1846,0
60,GEG,PDX,279,0
89,ORF,ATL,516,0
69,STL,DSM,260,0
55,SAN,LAX,109,0
42,CRP,HOU,187,0
117,SLC,OKC,866,0
116,PHX,AUS,872,0
71,PIA,DTW,346,0
37,SYR,BUF,134,0
78,STL,CMH,410,0
29,CID,MLI,69,0
137,LAX,DEN,862,0
93,SFO,SLC,599,0
48,TUL,LIT,230,0
164,LGA,MEM,963,0
105,EWR,RDU,416,0
105,BWI,CVG,430,0
51,MIA,MCO,193,0
43,BTR,MOB,174,0
43,DFW,OKC,175,0
90,ANC,BET,399,0
79,LAX,LAS,236,0
54,LFT,IAH,201,0
357,LAX,HNL,2556,0
35,DSM,OMA,117,0
190,PHX,ATL,1587,0
67,ORD,DSM,299,0
59,DFW,HOU,247,0
94,CLT,MIA,650,0
92,MEM,MKE,556,0
80,MEM,VPS,369,0
38,SAT,HOU,192,0
57,BOS,LGA,185,0
55,HRL,IAH,295,0
54,MCO,TLH,227,0
141,PIT,PBI,952,0
88,BNA,CLE,448,0
108,ROC,ORD,528,0
93,CLT,TPA,508,0
65,PIT,LGA,335,0
34,SJU,STT,68,0
79,JAX,ORF,543,0
40,FAT,RNO,188,0
58,DTW,CVG,229,0
112,MSP,DEN,680,0
40,FLG,PHX,119,0
90,ORD,PIT,412,0
72,PHX,LAX,370,0
92,TUS,LAX,451,0
53,DTW,BUF,240,0
121,IAH,DEN,861,0
69,JAX,ATL,270,0
43,SEA,PDX,129,0
82,DFW,MCI,460,0
47,AGS,ATL,143,0
177,LAS,HOU,1235,0
70,DCA,BOS,399,0
81,LGA,CLE,418,0
48,LAS,ONT,197,0
64,DFW,AUS,190,0
145,BOS,ATL,946,0
81,LIT,DFW,304,0
202,ATL,SJU,1547,0
49,DFW,TUL,237,0
64,MSP,ORD,334,0
147,MIA,PHL,1013,0
102,SLC,SFO,599,0
NA,ATL,GSO,306,1
83,LAX,SFO,337,0
58,DCA,LGA,214,0
350,JFK,SEA,2421,0
74,OAK,LAX,337,0
60,BWI,EWR,169,0
100,AUS,ELP,528,0
70,MKE,DTW,238,0
65,GEG,BIL,445,0
70,SJC,LAX,308,0
102,SAN,OAK,446,0
61,MKE,DTW,238,0
72,ATL,RDU,356,0
68,ORD,CMH,296,0
52,PIT,ITH,239,0
69,LEX,ATL,303,0
148,LGA,ORD,733,0
319,LAS,BWI,2106,0
151,GSO,DFW,999,0
114,DEN,STL,770,0
90,MSP,DAY,574,0
125,BOS,CLT,728,0
59,LGA,SYR,198,0
45,PIT,CRW,164,0
150,DEN,SJC,948,0
97,ATL,MIA,595,0
104,DCA,ATL,547,0
97,SFO,PDX,550,0
125,DEN,LAX,862,0
57,ATL,CLT,227,0
129,ATL,MEM,332,0
90,MLI,MSP,274,0
26,MOT,BIS,105,0
82,LGA,BOS,185,0
117,MCO,BNA,616,0
141,IAH,ORD,925,0
101,SYR,ORD,607,0
45,SFO,RNO,192,0
155,ORD,DFW,802,0
75,ORF,LGA,296,0
49,BWI,PIT,210,0
109,EWR,IND,644,0
243,PDX,ORD,1739,0
75,SNA,OAK,371,0
175,MIA,JFK,1090,0
110,JAX,IAD,631,0
45,IAH,DAL,217,0
59,PIT,BGM,251,0
90,JAX,ATL,270,0
125,BOI,SFO,522,0
98,PDX,SFO,550,0
67,PIT,IND,325,0
99,BOS,IAD,413,0
254,IAD,DEN,1452,0
176,RDU,DFW,1062,0
138,MSP,DEN,680,0
248,ORD,SJU,2072,0
77,OAK,LAX,337,0
69,IAH,PNS,489,0
254,ORD,SMF,1781,0
290,CLT,LAX,2125,0
49,PIT,ABE,253,0
58,LAX,MRY,267,0
59,DFW,TUL,237,0
68,JAX,FLL,318,0
68,MOB,ATL,302,0
143,MSY,EWR,1167,0
109,IAH,ATL,689,0
42,ICT,MCI,186,0
109,PDX,SFO,550,0
64,SLC,DEN,391,0
174,LGA,MIA,1097,0
100,STL,DCA,719,0
49,DFW,AUS,190,0
281,ATL,SFO,2139,0
236,STX,ATL,1638,0
46,TUL,MCI,223,0
100,CLE,STL,487,0
38,BHM,ATL,134,0
94,MAF,PHX,580,0
NA,LAX,SJC,308,1
146,SFO,DEN,967,0
153,MCI,PHX,1044,0
41,ATL,GSP,153,0
163,PBI,BOS,1197,0
68,SNA,PHX,338,0
106,MIA,ATL,595,0
179,EWR,MSY,1167,0
86,CLT,PIT,366,0
168,ORD,RSW,1120,0
53,ROC,EWR,246,0
86,DFW,HSV,603,0
67,CLE,IAD,288,0
128,PHL,MCO,861,0
90,DCA,EWR,199,0
81,LAX,PHX,370,0
130,SJC,DEN,948,0
50,PHL,ROC,257,0
180,SYR,STL,803,0
254,SFO,ORD,1846,0
62,SFO,MRY,77,0
70,PNS,MCO,380,0
79,BOS,BWI,370,0
68,LGA,BOS,185,0
216,SFO,ORD,1846,0
41,ICT,MCI,186,0
36,GSO,ILM,171,0
123,BNA,MSP,695,0
121,OMA,DEN,472,0
80,CVG,ATL,373,0
154,FLL,CVG,932,0
107,PDX,SFO,550,0
118,TPA,MEM,656,0
66,DFW,MLU,293,0
60,PHX,ABQ,328,0
86,IAD,CHS,441,0
121,SFO,SEA,679,0
81,LAX,SFO,337,0
67,ABQ,DEN,349,0
28,BOS,PWM,95,0
78,ORD,PIT,412,0
335,EWR,LAS,2227,0
100,EWR,CMH,462,0
141,MSP,DCA,931,0
75,MLU,ATL,448,0
68,CMH,ORD,296,0
77,PHX,LAX,370,0
172,FLL,DFW,1119,0
75,MDW,STL,251,0
87,STL,SUX,405,0
66,BOS,EWR,200,0
47,IND,STL,229,0
29,GSO,RDU,67,0
41,SMF,OAK,75,0
83,BOS,LGA,185,0
32,DEN,COS,72,0
65,PHX,LAX,370,0
103,BWI,DTW,408,0
38,PIT,CMH,144,0
109,ROC,RDU,503,0
155,PHL,STL,813,0
51,DFW,IAH,224,0
49,LBB,DAL,293,0
57,MSP,DSM,232,0
53,DTW,PIT,201,0
56,PNS,ATL,272,0
56,SAT,DAL,248,0
92,OKC,MEM,432,0
81,DFW,HRL,461,0
56,LAX,MRY,267,0
55,DSM,STL,260,0
152,STL,FLL,1056,0
108,ATL,DFW,732,0
101,MEM,MCO,683,0
101,SFO,PHX,651,0
54,ATL,CAE,191,0
65,DTW,MKE,238,0
48,LAS,PHX,256,0
